,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Date
126,"Analyst I/II, Data Science",$62K-$104K (Glassdoor est.),"The Product Design and Modeling team has an opening for a Data Science IC position that will drive pricing and non-pricing sophistication in the US Design team and will act as a technical and subject matter expert for US modeling. The Individual Contributor role will report to one of the Auto or Property/Specialty Design Managers but also have opportunities to work on projects across personal and business lines as well as globally in partnership with the East & West Design team.

Responsibilities:
Build GLM loss cost models using Emblem across Auto or Property/Specialty products, as well as adjacent products (e.g. Business Lines, East/West products, New Product initiatives)
Build complex non-pricing models (e.g., models to identify customers for non-renewal)
Explore and utilize advanced modeling techniques (e.g., machine learning techniques and Elastic Nets)
Work with massive amounts of data to build sophisticated models
Collaborate with Delivery, State, and other teams to help implement new pricing programs, including supporting material and responding to DOI objections
Act as a mentor and help develop less experienced analysts on the team

Qualifications:
Analyst I: Bachelors w/ 3+ years relevant experience; Masters w/ 0-1 years relevant experience
Analyst II: Bachelors w/ 4+ years, Masters w/ 2+ years, or Ph. D with 0-1 years of relevant experience
Advanced degree in quantitative field or actuarial credentials preferred.
Experience with predictive modeling and statistical software packages (e.g., SAS, Emblem, Python/R) highly desired.
Sound knowledge of actuarial techniques and standards, as well as other business operations including Financial, Underwriting, Legal, Statistics, Claims, Sales departments.
High-level knowledge of data sources, tools, and the business (lines, systems, pricing plans)
Strong MS Office Excel and SAS skills preferred; Ability to build complex models. Expert skills in Excel, PowerPoint highly desired.
Ability to exchange ideas and convey complex information clearly and concisely, both verbally and in writing.
This is a range posting (grades 15 and 16). Compensation will be based on experience and location.

Benefits:
We value your hard work, integrity and commitment to positive change. In return for your service, it's our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Overview:
At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.
We're dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.",3.3,Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),2020-01-24
127,Entry Level Data Analyst,$42K-$75K (Glassdoor est.),"Entry Level Analyst | Cambridge, MA, United States

Sick of those 'entry level jobs' that require 1-2 years experience? If you have an analytical and quantitative mindset, and are looking to apply that to solving interesting problems everyday - Please Apply!

Our analyst team gets to work on all aspects of our business, from optimizing user experience on the site to monetization in order to help grow our reach as a media company. We work with MySQL, Python, R, Excel, and more, though no prior knowledge of programming is required.
We're looking for analytical thinkers interested in scaling our business and using big data to give our users the best experience across our platform.

Come help us solve cool problems and grow the startup!

What we're looking for:

B.A./B.S. in Mathematics, Statistics, Physics, or another quantitative field
Ability to plan out a process and execute on it on a daily basis with an emphasis on achieving and measuring results
Demonstrated ability to learn quickly
General understanding of market segmentation, sizing and statistics
Experience with or desire to learn R, mySQL, Python, and more

Bonus points if you have:

Experience with email marketing (and SEM, SEO, display)
Experience with online advertising / marketing growth metrics

Things You'll Like About HopJump:
We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",4.8,Hopjump,"Boston, MA","Cambridge, MA",1 to 50 employees,2012,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,2020-01-24
128,Data Analyst,-1,"Data Analyst?- Boston, MAOur client, a leading alternative asset management company located just outside of Boston, MA, is seeking a Senior Data Analyst to join them for a full-time role. In this role, you will be responsible for managing data sets and developing reports and dashboards using Microsoft's reporting tools.??

NO C2C OR SPONSORSHIP AVAILABLE

Qualifications:

• Bachelor's Degree required
• 4-7 years of related experience as a data analyst or a related field.
• Ability to work with stakeholders to document requirements.
• Experience with databases and the Microsoft reporting tool set including SSAS Tabular, Power BI, DAX, Power Query and SSRS.
• Intermediate to advanced knowledge of SQL for report development and ETL routines.
• Ability to translate business requirements into technical database designs and reports.
• High-level experience in methodologies and processes for managing databases.
• High-level written and verbal communication skills.

If you are qualified for this role and would like to learn more, please send your resume (Word preferred) to Angela at [Click Here to Email Your Resum?]

PLEASE NOTE - NO C2C or sponsorship of any kind for this role.",4.1,Daley and Associates,"Boston, MA","Boston, MA",1 to 50 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),2020-01-24
129,Data Analyst,$41K-$74K (Glassdoor est.),"Our National Operations group is seeking a qualified individual who is passionate about data and data-driven insights to join our team. The ideal candidate will be a generalist, excited about performing the roles of a data steward, data visualization, and data engineer, and supporting the enterprise with data quality and transparency initiatives. Significant opportunity to grow in the role, as we progress on our data analytics journey, with the overall objective of transforming Suffolk into a leader in data analytics within the construction industry. The ideal candidate would be excited to work in a dynamic environment, and committed to our vision as Suffolk continues its “Build Smart” journey. This is the perfect opportunity to become a part of an innovative
and energetic team that will help Suffolk transform its construction operations through sophisticated application of data analytics.

Responsibilities:
Data steward: Assess, improve and maintain critical data assets for construction operations
Monitor the state of data quality within scope of responsibility
Establish goals for data quality improvement
Identify the best approaches for resolving data quality issues
Formulate business rules governing use of the data, perhaps including security and data life cycle management
Work with data stewards in other units to develop policies and best practices
Data engineer: Extract, transport, and transform data
Maintain records of data sources for enterprise-critical data
Collaborate with IT to understand best data sources for new business applications
Build and maintain simple, low-code applications for collecting and distributing governed data
Data visualization: Build and maintain dashboards
Support manager and business units in the design, development and maintenance of dashboards to drive data transparency
Monitor operations of dashboards in production, ensuring timeliness and accuracy of data displayed

Qualifications:
Bachelors Degree
Passion for construction required; experience / background preferred
An understanding of how data is used within business processes and its impact
Exposure to data quality concepts, best practices and tools
Relentless focus on data precision and vigilance around appropriate conclusions
Communication and conflict resolution skills to help reconcile the different points of view and requirements that clash during cross-team and cross-organization efforts
Experience in translating business requirements to technical requirements and documentation
Experience in scripting / data science languages, ideally SQL, Python and / or R
Experience with building low-code applications in Microsoft PowerApps, Flow, and / or other applications a plus
Experience with building data visualizations in Microsoft PowerBI, Tableau, and / or other applications
Experience with business applications, e.g., Microsoft Excel, Access and Office Suite
Experience with ETL tools, e.g., Alteryx a plus
Experience with software development or programming a plus
Necessary Attributes:
Demonstrates Suffolk’s core values of hard work, professionalism, integrity, passion and caring
Proactive self-starter with the ability to work with minimal oversight
Meticulous and organized
A team player with excellent collaboration skills

While performing the duties of this job, the employee is regularly required to sit for long periods of time; talk or hear; perform fine motor, hand and finger skills in the use of a keyboard, telephone, or writing. The employee is frequently required to stands; walk; and reach with arms and/or hands. Specific vision abilities include close vision, distance vision, depth perception and the ability to adjust focus. The employee will spend their time in an office environment with a quiet to moderate noise level. Job site walking.

Suffolk Ventures provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, pregnancy or maternity, national origin, citizenship, genetic information, disability, protected veteran, gender identity, age or any other status protected by law. This policy applies to recruiting, hiring, transfers, promotions, terminations, compensation, benefits, and all other terms and conditions of employment. Suffolk Ventures will not tolerate any unlawful discrimination toward, or harassment of, applicants or employees by anyone at Suffolk Ventures, or anyone working on behalf of Suffolk Ventures.",3.4,Suffolk Construction,"Boston, MA","Boston, MA",1001 to 5000 employees,1982,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD),2020-01-24
130,Data Analyst/Programmer,$49K-$77K (Glassdoor est.),"Data Analyst/Programmer
Location: Bracebridge Capital, LLC
Job Code: 202
# of openings: 1
Description
The Data Analyst/Programmer will report to the Directors of Research. He/she will be primarily responsible for the data-acquisition infrastructure used to feed financial market data into the firm’s analytics applications. Over time, this individual is expected to develop ‘big-picture’ understanding of the group’s work flow, starting with data collection and proceeding to pricing and sensitivity computations for single positions, portfolio aggregation, and report generation for use by Portfolio Managers and Investment Analysts.

Responsibilities:
• Maintaining and developing a suite of applications and processes (C#, SQL, Bloomberg, Perl, VBA, Postgres and SQL Server databases) which collect, validate, normalize, store and monitor the structured and unstructured financial market data from internal and external sources
• Checking the results of daily data-acquisition processes and troubleshooting any issues that may arise
• Becoming familiar with the outputs produced by the intraday and overnight batch risk analytics processes and collaborating with senior members of the Research Group on projects utilizing the results of these computations

Qualifications:
• BA/BS in Computer Science, Mathematics, or another quantitative discipline
• Proficiency in C#, .NET framework and SQL; familiarity with C++, VBA and Perl is a plus
• 1+ years of software design and implementation experience
• Demonstrated attention to detail, problem",3.9,Bracebridge Capital,"Cambridge, MA","Cambridge, MA",Unknown,-1,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 million (USD),2020-01-24
131,"Data Analyst, MON-FRI, 8AM-5PM, 19",$42K-$76K (Glassdoor est.),"SCHEDULE: 40 hours, Monday - Friday, 8:30am 5:00pm

JOB DESCRIPTION:

The Data Analyst supports the Department of Program Evaluation and in particular the Rapid Re-Housing Evaluator in producing meaningful program evaluation and general research. The incumbent interprets department internal and external requests for data analysis into appropriate querying of Pine Street Inns HMIS and other related databases, assesses the data in the query results for quality and for informational value, and conducts statistical analysis of such data.

The Data Analyst supports the Department of Program Evaluation in its data quality improvement efforts and suggests improvements in data collection processes and systems, with the end goal of promoting mission-driven programming.

QUALIFICATIONS:

The person in this position must have a good understanding of data, a clear commitment to the population served, and be able to work as part of a team.

REQUIREMENTS:
Bachelors Degree with two to five (2 5) years of database applications and administrative experience, preferably in human services.
Experience in basic statistics.
Proficiency in office software and equipment including Microsoft Office Products (Word, Excel, and Outlook), internet use, telephone systems, and copy/scanner machines.
High level of computer proficiency in database systems, including data entry, maintenance, quality assurance and report-writing.
Strong verbal and written communication skills.
Ability to walk up 6 flights of stairs and access different building locations in Boston and Boston neighborhoods
Ability to work at a computer for extended periods of time.
Ability to use a PC, phone, copier, and fax machine frequently.
Ability to respond safely and quickly in case of emergency situations.
High standards of accuracy and attention to detail.
Interest in, or experience with, social justice and public policy, as well as homelessness and housing advocacy.
High degree of cultural sensitivity and ability to work effectively with diverse people and situations.
Ability to understand and work on behalf of people with untreated mental health issues, addiction disorders, and poor hygiene.
The patience and skill to explain technical processes to non-technical staff members.
The ability to write and deliver training materials to non-technical staff members.
Must have highly developed professional ethics so as to maintain appropriate boundaries with program participants, staff, landlords, management agent staff, etc., and to support the work of a team.
Skills to gather and compile information and statistics for ad hoc reports to management, and ability to work with vendors and other software providers to support custom reports.
Demonstrated experience as a self-starter; ability to work independently with limited supervision and as a member of an interagency/interdisciplinary team.
Strong problem-solving skills, with the ability to research and propose potential solutions, and the ability to execute solutions with limited supervision.
Contribute to the overall integration and success of the department by being a team player, accepting and offering guidance as appropriate, participating in PSI activities and trainings as requested, and promoting organizational integration based on PSIs mission, vision, and values.",4.1,Pine Street Inn,"Boston, MA","Boston, MA",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),2020-01-24
132,Data Analyst,$49K-$88K (Glassdoor est.),"Azure Data Engineers

Job Description and Required Skillsets:
Overall 8 years of experience
Excellent problem solving, Critical and Analytical thinking skills
Expert in USQL, Java, Python, Hive SQL, Spark SQL, Data Bricks
Strong TSQL skills with experience in Azure SQL DW
Experience handling Structured and unstructured datasets
Experience in Data Modeling and Advanced SQL techniques
Experience implementing data pipelines using latest technologies and techniques
Onsite, Regular Full Time Employee position
UST Global is an Equal Opportunity Employer

B TECH",3.9,UST Global,"Quincy, MA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),2020-01-24
133,Data Analyst,-1,"POSITION SUMMARY:

The Business Analyst will assist in the company data analytics/architecture and business intelligence operations in developing analytical reporting and dashboard solutions. They will further assist in data sourcing, cleansing, wrangling, blending, integration and analytics. They will also be a key contributor to ongoing digital systems and business process transformation initiatives.

The Business Analyst will primarily support the company’s service operations and by working in connection with the Manager of Data Analytics & Business Intelligence on certain projects, as needed and required.

PRIMARY DUTIES AND RESPONSIBILITIES:
Provides clear, continuous, and consistent data architecture assistance at a detailed level within projects.
Assists in the development of an advanced database and warehousing designs across multiple platforms and computing environments.
Assist in defining and managing standards, guidelines, and processes to ensure data quality.
Participates from time to time in the supplier selection process, evaluating usefulness and cost of products and making appropriate recommendations.
Assists in the implementation of data security and protection features.
Queries data sources, analyze data which includes employing the use of statistical and/or advanced analytical methods, interpret results and provide ongoing support as well as ad hoc reports.
Assists in acquiring data from primary and secondary data sources and improve/maintain databases.
Provides polished reports and dashboards to leadership team on key areas of the business.
COMPETENCIES:

Communication.
Critical Evaluation.
Data Analytics.
Relationship Management.
Ethical Practice.
Confidentiality.

REQUIRED SKILLS:
Advanced proficiency with the Microsoft Office suite, with particular focus on Excel & PowerPoint
Intermediate understanding of coding and system skills required to maintain SQL databases, linked servers and an evolving Data Warehouse environment – as needed
Intermediate understanding of at least one SQL language with the ability to write, interpret and document complex queries
Excellent, Effective and Professional oral and written communication skills
Must have proven high-quality internal & external customer service skills
Excellent interpersonal skills; confidence in speaking with executive leaders
Ability to exhibit an extremely high-level of confidentiality in all matters
Must be able to identify and resolve problems in a timely manner
Must be able to gather and analyze information skillfully, tactfully and under pressure
Must be able to handle extremely high stress and pressure situations, with pose and professionalism
Strong multitasking skills
Comfort working in an environment of uncertainty with the ability to define and resolve business problems through innovative data solutions
EDUCATION, TRAINING AND EXPERIENCE:
Bachelor’s Degree in Analytics, Business Intelligence, Computer Science, Engineering, Business Administration/Management, Accounting or related field required
3-5 years of experience in data warehousing, data modeling, and/or data analysis tools
1-3 years of IT experience with responsibility for strategy formulation and/or business analytics, database management, data analytics, data integration, and database development
Hands-on experience with database technologies, and visualization tools
Understanding of Agile methodologies
Experience with business intelligence tools
Experience with database task automation
Experience and/or knowledge in migrating code, database changes and data sets through the various stages of the development life cycle
Entity relationship modeling, metadata systems and data quality tools and techniques
Ability to define/design dashboard or reports of data supported KPIs and benchmarks for audiences with all levels of technical expertise",5.0,New Age Software Services,"Brockton, MA","Hampstead, NH",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),2020-01-24
134,Business Data Analyst,-1,"What we do

Customer Portfolios is a marketing technology leader that empowers its global retail clients to maximize the value of each customer. The company's marketing platform offers a single digital solution that brings together all customer data to enable analysis, insight, strategy, and execution.

Who we are

The Customer Portfolios team of analytical and marketing experts help companies like Johnston & Murphy, Journeys, Frye, Tourneau, and many more consistently drive revenue growth and increased customer lifetime value. Visit www.customerportfolios.com, read our blog and follow us on Twitter and LinkedIn.

Who you are
Love Databases and Data Visualizations You enjoy writing SQL to gather your data points and making them come alive through Tableau data visualization
Compelling Storyteller As an analyst, you know that the beauty is in the details, but you also understand how each piece of the analytics puzzle fits together to form actionable recommendations that will knock your clients' socks off
Curious You want to know why a program performs well or doesn't and don't mind getting your hands dirty when tackling the underlying data
Innovator You take pride in building things and seeing your ideas through to the end-product, whether it's a Tableau dashboard, an Excel output, or an elegant SQL code solution
Adaptable You are flexible and understand that clients' needs can change mid-task. You enjoy wearing many hats and working on multiple projects at the same time.
Team Player You like working closely with others and thrive in team settings
What you'll do
Strategically own client projects from beginning to end as the expert analyst on the team
Develop quantitative analysis, dashboards, and ad hoc reporting to demonstrate performance of key business initiatives and define areas for optimization
Synthesize complex analytics into compelling top level findings for presentations to senior marketing executives
Work with data engineers and solution architects to source new data, resolve system issues that impede data extraction, and design structures which will best support analytical efforts
Work with internal and client-marketing teams to define and execute A/B and multivariate tests to optimize the customer experience and maximize customer value
Comfortable sharing expertise with other team members and leading new analytical initiatives
Your Experience
3+ years of experience in marketing analytics, with proven success in designing analytical approaches to understand key business behaviors that drive acquisition, retention, and engagement
Proficiency in SQL on the job experience collaborating with architects on table design to support Tableau reporting and ad hoc requests. The bulk of our work is done in SQL.
Proficiency in Tableau on the job experience with creating dynamic Tableau dashboards",4.2,Customer Portfolios,"Boston, MA","Boston, MA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),2020-01-24
135,Data Analyst,-1,"About Compass
Compass is an innovative, mission-driven organization thatsupports families with low incomes to save for their future and access greatereconomic opportunity. We believe in our clients and in their ability to achievetheir goals and dreams. We operate high-quality financial coaching and savingsprograms, and pursue opportunities to shape the national approach to povertythrough practice and policy change. Compass is also an emerging leader in anational effort to leverage housing assistance as a platform for economicmobility. We are looking for people who want to be part of taking our programsand our impact to the next level.

For more information, please visit us on our website, www.compassworkingcapital.org
About the Job
We are looking for a mission-driven individual who is passionate aboutusing data to inform process improvement. The Data Analyst will be a championfor data-driven learning at Compass and serve as a day-to-day SalesforceAdministrator for our growing staff of financial coaches. Our ideal candidateis an entrepreneurial self-starter who enjoys learning how to do something newevery day.
All staff atCompass embody our values
Believe in People: At Compass, we have a fundamental beliefin all clients and their ability to achieve their goals and dreams. Our uniqueapproach to coaching fosters a culture of aspiration, dignity, and hope.

Pursue Excellence: We hold ourselvesto the highest professional and ethical standards in every aspect of our work,and we strive to always do better.

Go Further Together: Our teambuilds trust, respects each other, and acts with care and empathy. We believein harnessing our strengths to find joy in what we do and in doing this work asa team, and to bring out the best in each other.
PrimaryResponsibilities
Spearhead data-driven learning to improve our client services.
Developcustomized reports and dashboards for internal (program team, leadership,development team) and external stakeholders (partners, donors and institutionalfunders).
Developa deep understanding of our data structure and definitions. Support all staffto develop fluency with our data and impact.
Workclosely with program and other department staff to define and develop newSalesforce features that support efficient operations.
Overseedata integrity. Ensure data is clean, accurate and complete.
Manageadministrative functions related to Salesforce, including user securitysetting, day-to-day support, data integrations, and 3rd party applications.
Overseetraining of new users and grow Salesforce skills across the organization.Support strong adoption of Salesforce and other technology across theorganization.
Qualifications andSkills
Required
Commitment to Compass mission and values with apassion for working with families with low incomes
Excellent written and verbal communicationskills, including ability to explain technical concepts to non-technicalcolleagues.
Strong data management abilities, with a passionfor using data to improve process.
Comfort with excel, relationship databases,and/or statistical tools (R, SPSS, Stata, etc.)
Cultural humility. Openness to and respect forothers cultures, identities, and lived experiences.
Strong interpersonal skills. Demonstratedability to establish and build strong, trusting partnerships with colleagues.
Excellent organizational skills. Detail-orientedwith the ability to complete work accurately and efficiently.
Preferred
1-3 years of experience administeringSalesforce. Salesforce Administrator certification is a plus
Experience with data visualization tools(Tableau, Power BI, R, Salesforce Analytics, etc.)
This job description is not intended to provide acomprehensive listing of all duties or responsibilities. Job duties andresponsibilities may change at any time based on coaching methods and programpartners.
Benefits
Healthcare: medical, dental, vision

Retirement plan 401(k) & match

Life insurance& disability Insurance

Paid time off

Paid parental leave

Flexible Spending Account (FSA)

Dependent Care Flexible Spending Account

Professional development & certification

Pre-tax commuter benefits

Employee Assistance Program (EAP)

Discounted shopping and entertainment

Voluntary pet insurance and more
Additional Information


This position is based in Boston, MA. Occasional travel toother Compass offices (Lynn, MA) and other communities may be required as ourprograms grow and broaden geographically.

Compass is an equal opportunity employer and committed tohiring individuals who reflect the diversity of the communities it serves.

To apply, please submit aresume and a cover letter that outlines your interest in this role atcompassworkingcapital.org/careers",5.0,Compass Working Capital,"Boston, MA","Boston, MA",1 to 50 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),2020-01-24
136,Sales and Customer Data Analyst,$29K-$54K (Glassdoor est.),"Sales and Customer Data Analyst
Location: Quincy, MA (HQ)
Job Code: 3088
# of Openings: 1
Description
Granite Background & History

Granite is one of the premier communications services provider to businesses across the United States and Canada. We provide exceptional customized service with an emphasis on reliability and outstanding customer support and our customers include over 85 of the Fortune 100. Granite has over $1.4 billion in revenue with more than 2,000 employees and is headquartered in Quincy, MA just off I-93 and directly next to the North Quincy T Station on the Red Line. Our mission is to be the leading telecommunications company wherever we offer services as well as provide an environment where the value of each individual is recognized and where each person has the opportunity to further their growth and achieve success.

Granite has been recognized by the Boston Business Journal as one of the “Healthiest Companies” in Massachusetts. Our Quincy office has an onsite dining facility and a fully equipped state of the art gym that offers daily Cross Fit, Mixed Martial Arts, and Yoga classes available to employees at zero cost.

Granite’s philanthropy is unparalleled with over $200 million in donations to organizations such as Dana Farber Cancer Institute, The ALS Foundation and the Alzheimer’s Association to name a few.

We have been rated a “Fastest Growing Companies” by Inc. Magazine past ten consecutive years in a row (2007-2016).

If you are a highly motivated individual who wants to grow your career with a fast paced and progressive company, Granite has countless opportunities for you.

EOE/M/F/Vets/Disabled

General Summary of Position:

Granite is looking for a highly focused and capable Customer and Sales Data Analyst to study our current Customer base and historical sales data and present appropriate suggestions for Customer References to the Sales Organization to assist them in closing new business opportunities. The position will also study sales trends and conduct analysis that would help the sales organization focus sales efforts in the markets and industries where we have the most opportunity and statistical likelihood of success. The candidate will look at Customer information, sales data, product, customer demographics and industry data from our Salesforce and Cornerstone systems and use those sources of data to provide reliable Customer References to the sales teams and market/industry insights to sales management on where best to direct our prospecting and selling efforts. The candidate will work very closely with Rob Hale and his sales support and coordination team and will coordinate very closely with Sales, Sales Management and Premier. The position is intended to be an analytical sales support resource that can help support the sales process and play a key role in helping the sales team to onboard new Granite Customers.

Duties and Responsibilities:
Analysis and reporting of existing Customer and Sales data from Salesforce and Cornerstone
Driving new business by making accurate and reliable Customer Reference recommendations to Sales
Managing the Customer Reference Process and coordinating with both Sales and Premier
Using Salesforce and other data sources to manage but also to develop a more efficient Customer Reference Process
Evaluate sales, customer and prospect data using statistical techniques and available software.
Consolidate information into actionable items, reports, recommendations and presentations to management
Generating historical sales trends and reports to help sales management with sales strategy and tactics
Research markets and industries and help align sales leads with industry and franchise sales strategy and priorities
Analyzing our prospect databases and generating reports and recommendations that can influence strategy and tactics
Support the creation and continued success of our Industry Sales Teams by providing more industry/market analysis
Support the sales executive team and sales regions by providing data analytics support for various assigned project
Required Qualifications:
Bachelor’s Degree in either Business, Statistics, Marketing, Finance, Math, IT or analyst experience
Experience with Cornerstone and ability to use or learn Salesforce.com
Able to handle, organize and use large amounts of data to search for trends and similarities
Able to run complex Customer and Sales Data searches and reports using standard database search tools
Experience and ability to self-sufficient and proactive and search for trends and opportunities
Expert with Excel, Reporting and Presenting
Must be accurate and able to work with confidence and precision and provide reliable recommendations
Proficient with IT systems and Microsoft Office Products: Word, Excel, Outlook, PowerPoint.
Strong Organizational and Time Management Skills.
Strong analytical, conceptual and reasoning skills
Excellent oral and written communication skills and ability to work and communicate with sales teams.
Highly motivated, energetic, and a self-starter.
Consistent work ethic and motivated to work independently to help the Sales Teams and Sales Leadership
Excellent ability to communicate and coordinate between Sales and Premier Teams.
Preferred Qualifications:
1-3+ Years of experience with Granite in Operations, Finance, IT or Sales
Advanced IT skills like SQL Reporting or Advanced Excel capability a plus
Must be highly sales oriented with a positive sales orientation.
Able to see yourself as a key part of the sales effort
Must be highly analytical and able to handle large amounts of data
Prior experience with Salesforce.com CRM",3.2,Granite Telecommunications,"Quincy, MA","Quincy, MA",1001 to 5000 employees,2002,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$1 to $2 billion (USD),2020-01-24
137,"Healthcare Data Analyst-Boston or Portland, ME",-1,"Boston or Portland, ME location preferred

Develop Insights to Improve Medication Adherence and Overall Health Outcomes

As a Data Analyst, the problem-solving and solution development work you do will make a difference in patients’ health. You will work with a high-powered team of Data Analysts to develop strategies and tools to improve outcomes for individuals. The solutions developed will help drive Health Dialog’s personalized outreach programs and support our clients’ goals in conjunction with our parent company, Rite Aid Drug Stores.

This role will be the team’s Pharmacy go-to person, with an emphasis on medications to manage chronic conditions.

What does a Data Analyst at Health Dialog do?
Serves as a resource regarding specific drug information, drug usage patterns and prescribing habits for the Analytic Development Team.
Assists team members with the design and development of pharmacy-related analyses and predictive models.
Analyzes data using code, visualization tools, and the DataRobot predictive modeling AI machine-learning platform. Combines data from disparate sources in new and innovative ways to develop a more comprehensive patient view.
Identifies specific at-risk populations, medication recipients, etc., and develops analytic strategies for addressing identified trends and improving outcomes.
Researches problems and develops new solutions as part of a collaborative team
Summarizes results in clear, succinct ways to enable use for senior level audiences internal and external to Health Dialog
Required Skills

Are you a potential fit for Health Dialog?
Are you keenly interested in helping others improve their health?
Do you have learning agility – that is, do you enjoy figuring out what to do when you don’t know what to do?
Are you motivated and excited by learning new skills?
Can you take complex topics, synthesize them, and then effectively communicate them to varied audiences?
Do you enjoy a collaborative environment?
Required Experience

Are you qualified for a Data Analyst role?
2 -4 years of analytics experience
2+ years of experience and/or education relating to Pharmacy
Experience coding in at least one of the following languages: SQL, Python, R, SAS, or XML
Experience with any of the following tools: Excel, Tableau, PowerBI, SSRS, 1010data, or DataRobot
A Bachelor's Degree; pursuit or attainment of a Master’s Degree in a quantitative discipline preferred
Exposure to CMS Star Ratings, HEDIS measures, PDC and other medication adherence standards and concepts a plus
Health Dialog is an equal opportunity employer. Employment selection and related decisions are made without regard to sex, sexual orientation, gender identity, race, age, disability, religion, national origin, color or other category protected by applicable law.

Job Location
Boston, US-MA",2.9,Health Dialog,"Boston, MA","Boston, MA",201 to 500 employees,1995,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),2020-01-24
138,Senior Data Warehouse Developer-Analyst,$67K-$109K (Glassdoor est.),"The Senior Data Warehouse Developer will be supporting the reporting and analytic needs of our product development teams. Youll be designing and developing data mart solutions that provide us with valuable customer and product insights. As part of the data warehouse team, this role is responsible for the complete solution development lifecycle. Youll be responsible for data profiling, design, development, testing, and production support. You will work closely with our internal stakeholders and members of MathWorks IT. Were looking for someone who is data-driven, a great communicator, naturally curious, and has the initiative to drive to help grow this important area.
Profile and understand the large amounts of source data, including structured and semi-structured data.
Work with stakeholders to address data and system gaps and developing integrations with other company data.
Translate user requirements into data models and data mart designs.
Develop data solutions using a variety of tools, including BusinessObjects Data Services.
Design and develop ETL processes to load data into our data marts.
Conduct thorough testing of data mart solutions to ensure quality.
Conduct performance tuning, troubleshooting, and operational support.
Provide support and mentoring to end users to support their data needs.
Expert-level ETL development experience using enterprise tools, such as Informatica PowerCenter or SAP Data Services.
Expert-level SQL programming skills with experience in SQL Server and/or MySQL
Experience with relational database design and data modeling using tools such as ERstudio or Erwin.
Must be comfortable working independently in a fast-paced, flexible environment.


Pluses:
Exposure to dealing with unstructured, semi-structured, or Big Data.
Exposure to dealing with the challenges of large relational data sets, including load performance, query performance, etc.
Exposure to Amazon tools (e.g. RDS and RedShift) or Google BigQuery.
Experience with Big Data technologies such as Hadoop, Hive, Mongo DB, or other NoSQL-based data stores.
A bachelor's degree and 7 years of professional work experience (or a master's degree and 5 years of professional work experience, or a PhD degree) is required.
Expertise with data warehouse",4.3,MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),2020-01-24
